Bat1,Bat2,Runs,BF,SR,4s,6s,Opposition,Ground,StartDate,Player
25,3,28,115,24.34,0,0,West Indies,Sydney,26 Jan 1989,taylor
3,36,39,140,27.85,2,0,West Indies,Adelaide,3 Feb 1989,taylor
136,60,196,427,45.9,24,0,England,Leeds,8 Jun 1989,taylor
62,27,89,223,39.91,10,0,England,Lord's,22 Jun 1989,taylor
43,51,94,247,38.05,9,0,England,Birmingham,6 Jul 1989,taylor
85,37*,122,263,46.38,14,0,England,Manchester,27 Jul 1989,taylor
219,-,219,461,47.5,23,0,England,Nottingham,10 Aug 1989,taylor
71,48,119,245,48.57,11,0,England,The Oval,24 Aug 1989,taylor
9,-,9,29,31.03,0,0,New Zealand,Perth,24 Nov 1989,taylor
9,164,173,358,48.32,18,2,Sri Lanka,Brisbane,8 Dec 1989,taylor
23,108,131,258,50.77,14,0,Sri Lanka,Hobart,16 Dec 1989,taylor
52,101,153,384,39.84,17,0,Pakistan,Melbourne,12 Jan 1990,taylor
77,59,136,299,45.48,12,0,Pakistan,Adelaide,19 Jan 1990,taylor
101*,-,101,227,44.49,8,0,Pakistan,Sydney,3 Feb 1990,taylor
4,5,9,26,34.61,1,0,New Zealand,Wellington,15 Mar 1990,taylor
10,67*,77,183,42.07,8,0,England,Brisbane,23 Nov 1990,taylor
61,5,66,201,32.83,5,0,England,Melbourne,26 Dec 1990,taylor
11,19,30,78,38.46,4,0,England,Sydney,4 Jan 1991,taylor
5,4,9,30,30,1,0,England,Adelaide,25 Jan 1991,taylor
12,19,31,81,38.27,3,0,England,Perth,1 Feb 1991,taylor
58,-,58,151,38.41,3,0,West Indies,Kingston,1 Mar 1991,taylor
0,15,15,56,26.78,1,0,West Indies,Georgetown,23 Mar 1991,taylor
61,2,63,156,40.38,9,0,West Indies,Port of Spain,5 Apr 1991,taylor
26,76,102,325,31.38,9,0,West Indies,Bridgetown,19 Apr 1991,taylor
59,144,203,404,50.24,19,0,West Indies,St John's,27 Apr 1991,taylor
94,35*,129,318,40.56,13,0,India,Brisbane,29 Nov 1991,taylor
13,60,73,166,43.97,4,0,India,Melbourne,26 Dec 1991,taylor
56,35,91,257,35.4,5,0,India,Sydney,2 Jan 1992,taylor
11,100,111,347,31.98,9,0,India,Adelaide,25 Jan 1992,taylor
2,16,18,78,23.07,2,0,India,Perth,1 Feb 1992,taylor
42,43,85,220,38.63,8,0,Sri Lanka,Colombo (SSC),17 Aug 1992,taylor
15,26,41,109,37.61,2,0,Sri Lanka,Colombo (RPS),28 Aug 1992,taylor
19,3,22,74,29.72,1,0,Sri Lanka,Moratuwa,8 Sep 1992,taylor
7,34,41,119,34.45,3,0,West Indies,Brisbane,27 Nov 1992,taylor
13,42,55,243,22.63,2,0,West Indies,Melbourne,26 Dec 1992,taylor
20,46*,66,206,32.03,5,0,West Indies,Sydney,2 Jan 1993,taylor
1,7,8,46,17.39,0,0,West Indies,Adelaide,23 Jan 1993,taylor
82,-,82,207,39.61,6,0,New Zealand,Christchurch,25 Feb 1993,taylor
50,-,50,120,41.66,6,0,New Zealand,Wellington,4 Mar 1993,taylor
13,3,16,51,31.37,0,0,New Zealand,Auckland,12 Mar 1993,taylor
124,9,133,261,50.95,14,2,England,Manchester,3 Jun 1993,taylor
111,-,111,243,45.67,10,1,England,Lord's,17 Jun 1993,taylor
28,28,56,133,42.1,7,0,England,Nottingham,1 Jul 1993,taylor
27,-,27,61,44.26,4,0,England,Leeds,22 Jul 1993,taylor
19,4,23,104,22.11,2,0,England,Birmingham,5 Aug 1993,taylor
70,8,78,163,47.85,11,0,England,The Oval,19 Aug 1993,taylor
64,142*,206,417,49.4,13,0,New Zealand,Perth,12 Nov 1993,taylor
27,-,27,44,61.36,2,0,New Zealand,Hobart,26 Nov 1993,taylor
53,-,53,104,50.96,4,0,New Zealand,Brisbane,3 Dec 1993,taylor
170,-,170,349,48.71,12,0,South Africa,Melbourne,26 Dec 1993,taylor
7,27,34,97,35.05,2,0,South Africa,Sydney,2 Jan 1994,taylor
62,38,100,244,40.98,6,0,South Africa,Adelaide,28 Jan 1994,taylor
70,14,84,161,52.17,6,0,South Africa,Cape Town,17 Mar 1994,taylor
1,12,13,107,12.14,0,0,South Africa,Durban,25 Mar 1994,taylor
0,0,0,11,0,0,0,Pakistan,Karachi,28 Sep 1994,taylor
69,5*,74,181,40.88,9,0,Pakistan,Rawalpindi,5 Oct 1994,taylor
32,-,32,97,32.98,4,0,Pakistan,Lahore,1 Nov 1994,taylor
59,58,117,212,55.18,13,0,England,Brisbane,25 Nov 1994,taylor
9,19,28,105,26.66,2,0,England,Melbourne,24 Dec 1994,taylor
49,113,162,379,42.74,11,0,England,Sydney,1 Jan 1995,taylor
90,13,103,231,44.58,9,0,England,Adelaide,26 Jan 1995,taylor
9,52,61,158,38.6,8,0,England,Perth,3 Feb 1995,taylor
55,16*,71,158,44.93,11,0,West Indies,Bridgetown,31 Mar 1995,taylor
37,5,42,134,31.34,5,0,West Indies,St John's,8 Apr 1995,taylor
2,30,32,70,45.71,4,0,West Indies,Port of Spain,21 Apr 1995,taylor
8,-,8,18,44.44,0,0,West Indies,Kingston,29 Apr 1995,taylor
69,-,69,149,46.3,12,0,Pakistan,Brisbane,9 Nov 1995,taylor
40,123,163,341,47.8,15,1,Pakistan,Hobart,17 Nov 1995,taylor
47,59,106,257,41.24,10,0,Pakistan,Sydney,30 Nov 1995,taylor
96,-,96,173,55.49,14,0,Sri Lanka,Perth,8 Dec 1995,taylor
7,25*,32,51,62.74,3,0,Sri Lanka,Melbourne,26 Dec 1995,taylor
21,10,31,86,36.04,1,1,Sri Lanka,Adelaide,25 Jan 1996,taylor
27,37,64,163,39.26,8,0,India,Delhi,10 Oct 1996,taylor
43,36,79,235,33.61,8,0,West Indies,Brisbane,22 Nov 1996,taylor
27,16,43,144,29.86,3,0,West Indies,Sydney,29 Nov 1996,taylor
7,10,17,88,19.31,1,0,West Indies,Melbourne,26 Dec 1996,taylor
11,-,11,39,28.2,1,0,West Indies,Adelaide,25 Jan 1997,taylor
2,1,3,18,16.66,0,0,West Indies,Perth,1 Feb 1997,taylor
16,-,16,35,45.71,2,0,South Africa,Johannesburg,28 Feb 1997,taylor
8,13,21,75,28,1,0,South Africa,Port Elizabeth,14 Mar 1997,taylor
38,5,43,157,27.38,6,0,South Africa,Centurion,21 Mar 1997,taylor
7,129,136,312,43.58,12,1,England,Birmingham,5 Jun 1997,taylor
1,-,1,15,6.66,0,0,England,Lord's,19 Jun 1997,taylor
2,1,3,23,13.04,0,0,England,Manchester,3 Jul 1997,taylor
0,-,0,11,0,0,0,England,Leeds,24 Jul 1997,taylor
76,45,121,255,47.45,19,0,England,Nottingham,7 Aug 1997,taylor
38,18,56,76,73.68,9,0,England,The Oval,21 Aug 1997,taylor
112,16,128,293,43.68,12,0,New Zealand,Brisbane,7 Nov 1997,taylor
2,-,2,9,22.22,0,0,New Zealand,Perth,20 Nov 1997,taylor
18,66*,84,184,45.65,7,0,New Zealand,Hobart,27 Nov 1997,taylor
20,59,79,273,28.93,5,0,South Africa,Melbourne,26 Dec 1997,taylor
11,-,11,45,24.44,0,0,South Africa,Sydney,2 Jan 1998,taylor
169*,6,175,405,43.2,21,0,South Africa,Adelaide,30 Jan 1998,taylor
12,13,25,115,21.73,2,0,India,Chennai,6 Mar 1998,taylor
3,45,48,137,35.03,5,0,India,Kolkata,18 Mar 1998,taylor
14,102*,116,236,49.15,18,0,India,Bangalore,25 Mar 1998,taylor
3,-,3,18,16.66,0,0,Pakistan,Rawalpindi,1 Oct 1998,taylor
334*,92,426,723,58.92,43,1,Pakistan,Peshawar,15 Oct 1998,taylor
16,68,84,240,35,8,0,Pakistan,Karachi,22 Oct 1998,taylor
46,0,46,140,32.85,6,0,England,Brisbane,20 Nov 1998,taylor
61,3,64,159,40.25,6,0,England,Perth,28 Nov 1998,taylor
59,29,88,195,45.12,8,0,England,Adelaide,11 Dec 1998,taylor
7,19,26,62,41.93,1,0,England,Melbourne,26 Dec 1998,taylor
2,2,4,33,12.12,0,0,England,Sydney,2 Jan 1999,taylor
2,DNB,2,8,25,0,0,Sri Lanka,Colombo (SSC),9 Dec 2007,broad
1,16,17,46,36.95,1,0,New Zealand,Wellington,13 Mar 2008,broad
42,31*,73,129,56.58,8,2,New Zealand,Napier,22 Mar 2008,broad
25,-,25,65,38.46,3,0,New Zealand,Lord's,15 May 2008,broad
30,DNB,30,50,60,4,0,New Zealand,Manchester,23 May 2008,broad
64,-,64,132,48.48,10,0,New Zealand,Nottingham,5 Jun 2008,broad
76,-,76,124,61.29,10,0,South Africa,Lord's,10 Jul 2008,broad
17,67*,84,80,105,14,0,South Africa,Leeds,18 Jul 2008,broad
1,DNB,1,36,2.77,0,0,South Africa,The Oval,7 Aug 2008,broad
1,DNB,1,9,11.11,0,0,India,Mohali,19 Dec 2008,broad
4,0,4,20,20,0,0,West Indies,Kingston,4 Feb 2009,broad
DNB,-,-,-,-,-,-,West Indies,North Sound,13 Feb 2009,broad
44,1,45,58,77.58,6,1,West Indies,St John's,15 Feb 2009,broad
13*,DNB,13,10,130,2,0,West Indies,Bridgetown,26 Feb 2009,broad
19,13*,32,43,74.41,3,0,West Indies,Port of Spain,6 Mar 2009,broad
38,DNB,38,71,53.52,5,0,West Indies,Lord's,6 May 2009,broad
28*,-,28,25,112,2,1,West Indies,Chester-le-Street,14 May 2009,broad
19,14,33,67,49.25,5,0,Australia,Cardiff,8 Jul 2009,broad
16,0*,16,26,61.53,2,0,Australia,Lord's,16 Jul 2009,broad
55,-,55,64,85.93,9,0,Australia,Birmingham,30 Jul 2009,broad
3,61,64,61,104.91,10,0,Australia,Leeds,7 Aug 2009,broad
37,29,66,104,63.46,10,0,Australia,The Oval,20 Aug 2009,broad
17,0,17,39,43.58,2,0,South Africa,Centurion,16 Dec 2009,broad
20,-,20,59,33.89,1,1,South Africa,Durban,26 Dec 2009,broad
25,0,25,61,40.98,4,0,South Africa,Cape Town,3 Jan 2010,broad
13,1,14,22,63.63,2,0,South Africa,Johannesburg,14 Jan 2010,broad
DNB,DNB,-,-,-,-,-,Bangladesh,Chittagong,12 Mar 2010,broad
3,DNB,3,14,21.42,0,0,Bangladesh,Dhaka,20 Mar 2010,broad
3,24,27,31,87.09,2,1,Pakistan,Nottingham,29 Jul 2010,broad
0,DNB,0,3,0,0,0,Pakistan,Birmingham,6 Aug 2010,broad
48,6,54,93,58.06,8,0,Pakistan,The Oval,18 Aug 2010,broad
169,-,169,297,56.9,18,1,Pakistan,Lord's,26 Aug 2010,broad
0,DNB,0,1,0,0,0,Australia,Brisbane,25 Nov 2010,broad
DNB,-,-,-,-,-,-,Australia,Adelaide,3 Dec 2010,broad
DNB,-,-,-,-,-,-,Sri Lanka,Cardiff,26 May 2011,broad
54,3,57,58,98.27,9,0,Sri Lanka,Lord's,3 Jun 2011,broad
0,-,0,6,0,0,0,Sri Lanka,Southampton,16 Jun 2011,broad
0,74*,74,91,81.31,9,0,India,Lord's,21 Jul 2011,broad
64,44,108,98,110.2,14,2,India,Nottingham,29 Jul 2011,broad
DNB,-,-,-,-,-,-,India,Birmingham,10 Aug 2011,broad
DNB,-,-,-,-,-,-,India,The Oval,18 Aug 2011,broad
8,17,25,41,60.97,2,0,Pakistan,Dubai (DSC),17 Jan 2012,broad
58*,0,58,64,90.62,6,1,Pakistan,Abu Dhabi,25 Jan 2012,broad
4,18,22,43,51.16,2,0,Pakistan,Dubai (DSC),3 Feb 2012,broad
28,5*,33,27,122.22,5,1,Sri Lanka,Galle,26 Mar 2012,broad
10,DNB,10,22,45.45,1,0,West Indies,Lord's,17 May 2012,broad
25,DNB,25,47,53.19,3,0,West Indies,Nottingham,25 May 2012,broad
16,0,16,33,48.48,2,0,South Africa,The Oval,19 Jul 2012,broad
1,DNB,1,8,12.5,0,0,South Africa,Leeds,2 Aug 2012,broad
16,37,53,64,82.81,4,1,South Africa,Lord's,16 Aug 2012,broad
25,3,28,34,82.35,2,1,India,Ahmedabad,15 Nov 2012,broad
6,DNB,6,20,30,0,0,India,Mumbai,23 Nov 2012,broad
10,DNB,10,8,125,2,0,New Zealand,Dunedin,6 Mar 2013,broad
6,-,6,5,120,1,0,New Zealand,Wellington,14 Mar 2013,broad
16,6,22,94,23.4,3,1,New Zealand,Auckland,22 Mar 2013,broad
0,26*,26,28,92.85,4,0,New Zealand,Lord's,16 May 2013,broad
0,DNB,0,2,0,0,0,New Zealand,Leeds,24 May 2013,broad
24,65,89,178,50,12,0,Australia,Nottingham,10 Jul 2013,broad
33,DNB,33,29,113.79,5,1,Australia,Lord's,18 Jul 2013,broad
32,DNB,32,66,48.48,7,0,Australia,Manchester,1 Aug 2013,broad
3,13,16,19,84.21,3,0,Australia,Chester-le-Street,9 Aug 2013,broad
9,DNB,9,16,56.25,1,0,Australia,The Oval,21 Aug 2013,broad
32,4,36,48,75,4,0,Australia,Brisbane,21 Nov 2013,broad
0,29,29,27,107.4,3,1,Australia,Adelaide,5 Dec 2013,broad
5,2*,7,20,35,1,0,Australia,Perth,13 Dec 2013,broad
11,0,11,19,57.89,2,0,Australia,Melbourne,26 Dec 2013,broad
30*,42,72,58,124.13,7,5,Australia,Sydney,3 Jan 2014,broad
47,24,71,56,126.78,12,0,Sri Lanka,Lord's,12 Jun 2014,broad
4,0,4,30,13.33,1,0,Sri Lanka,Leeds,20 Jun 2014,broad
47,-,47,42,111.9,9,0,India,Nottingham,9 Jul 2014,broad
4,8,12,16,75,2,0,India,Lord's,17 Jul 2014,broad
DNB,DNB,-,-,-,-,-,India,Southampton,27 Jul 2014,broad
12*,-,12,6,200,0,2,India,Manchester,7 Aug 2014,broad
37,-,37,21,176.19,5,1,India,The Oval,15 Aug 2014,broad
0,DNB,0,3,0,0,0,West Indies,North Sound,13 Apr 2015,broad
0,DNB,0,4,0,0,0,West Indies,St George's,21 Apr 2015,broad
10,0,10,14,71.42,2,0,West Indies,Bridgetown,1 May 2015,broad
3,10,13,23,56.52,0,1,New Zealand,Lord's,21 May 2015,broad
46,23,69,74,93.24,10,1,New Zealand,Leeds,29 May 2015,broad
70,DNB,70,130,53.84,10,0,West Indies,The Oval,19 Aug 2004,bell
65*,-,65,94,69.14,7,0,Bangladesh,Lord's,26 May 2005,bell
162*,-,162,168,96.42,25,1,Bangladesh,Chester-le-Street,3 Jun 2005,bell
6,8,14,40,35,1,0,Australia,Lord's,21 Jul 2005,bell
6,21,27,46,58.69,3,0,Australia,Birmingham,4 Aug 2005,bell
59,65,124,258,48.06,12,1,Australia,Manchester,11 Aug 2005,bell
3,3,6,25,24,0,0,Australia,Nottingham,25 Aug 2005,bell
0,0,0,8,0,0,0,Australia,The Oval,8 Sep 2005,bell
71,31,102,206,49.51,7,1,Pakistan,Multan,12 Nov 2005,bell
115,0,115,279,41.21,7,0,Pakistan,Faisalabad,20 Nov 2005,bell
4,92,96,203,47.29,13,0,Pakistan,Lahore,29 Nov 2005,bell
9,1,10,30,33.33,2,0,India,Nagpur,1 Mar 2006,bell
38,57,95,205,46.34,13,0,India,Mohali,9 Mar 2006,bell
18,8,26,99,26.26,2,0,India,Mumbai,18 Mar 2006,bell
100*,28,128,229,55.89,12,0,Pakistan,Lord's,13 Jul 2006,bell
106*,-,106,135,78.51,13,1,Pakistan,Manchester,27 Jul 2006,bell
119,4,123,211,58.29,13,0,Pakistan,Leeds,4 Aug 2006,bell
9,9*,18,51,35.29,2,0,Pakistan,The Oval,17 Aug 2006,bell
50,0,50,166,30.12,5,0,Australia,Brisbane,23 Nov 2006,bell
60,26,86,221,38.91,8,0,Australia,Adelaide,1 Dec 2006,bell
0,87,87,165,52.72,8,2,Australia,Perth,14 Dec 2006,bell
7,2,9,41,21.95,0,0,Australia,Melbourne,26 Dec 2006,bell
71,28,99,204,48.52,13,0,Australia,Sydney,2 Jan 2007,bell
109*,3,112,197,56.85,11,0,West Indies,Lord's,17 May 2007,bell
5,-,5,12,41.66,1,0,West Indies,Leeds,25 May 2007,bell
97,2,99,200,49.5,14,0,West Indies,Manchester,7 Jun 2007,bell
11,DNB,11,40,27.5,1,0,West Indies,Chester-le-Street,15 Jun 2007,bell
20,9,29,39,74.35,4,1,India,Lord's,19 Jul 2007,bell
31,0,31,56,55.35,3,0,India,Nottingham,27 Jul 2007,bell
63,67,130,158,82.27,23,0,India,The Oval,9 Aug 2007,bell
83,74,157,334,47,18,0,Sri Lanka,Kandy,1 Dec 2007,bell
15,54,69,150,46,8,0,Sri Lanka,Colombo (SSC),9 Dec 2007,bell
1,34,35,73,47.94,3,0,Sri Lanka,Galle,18 Dec 2007,bell
25,54*,79,239,33.05,9,2,New Zealand,Hamilton,5 Mar 2008,bell
11,41,52,121,42.97,6,0,New Zealand,Wellington,13 Mar 2008,bell
9,110,119,225,52.88,18,2,New Zealand,Napier,22 Mar 2008,bell
16,-,16,35,45.71,2,0,New Zealand,Lord's,15 May 2008,bell
8,21*,29,71,40.84,4,0,New Zealand,Manchester,23 May 2008,bell
0,-,0,3,0,0,0,New Zealand,Nottingham,5 Jun 2008,bell
199,-,199,336,59.22,20,1,South Africa,Lord's,10 Jul 2008,bell
31,4,35,79,44.3,5,0,South Africa,Leeds,18 Jul 2008,bell
50,20,70,125,56,13,0,South Africa,Birmingham,30 Jul 2008,bell
24,4,28,60,46.66,4,0,South Africa,The Oval,7 Aug 2008,bell
17,7,24,64,37.5,2,0,India,Chennai,11 Dec 2008,bell
1,24*,25,73,34.24,2,0,India,Mohali,19 Dec 2008,bell
28,4,32,94,34.04,3,0,West Indies,Kingston,4 Feb 2009,bell
53,-,53,114,46.49,7,1,Australia,Birmingham,30 Jul 2009,bell
8,3,11,38,28.94,2,0,Australia,Leeds,7 Aug 2009,bell
72,4,76,144,52.77,11,0,Australia,The Oval,20 Aug 2009,bell
5,2,7,26,26.92,0,0,South Africa,Centurion,16 Dec 2009,bell
140,-,140,227,61.67,10,1,South Africa,Durban,26 Dec 2009,bell
48,78,126,334,37.72,18,0,South Africa,Cape Town,3 Jan 2010,bell
35,5,40,103,38.83,7,0,South Africa,Johannesburg,14 Jan 2010,bell
84,39*,123,160,76.87,13,1,Bangladesh,Chittagong,12 Mar 2010,bell
138,DNB,138,262,52.67,15,1,Bangladesh,Dhaka,20 Mar 2010,bell
17,DNB,17,36,47.22,0,0,Bangladesh,Lord's,27 May 2010,bell
128,-,128,255,50.19,12,1,Bangladesh,Manchester,4 Jun 2010,bell
76,DNB,76,131,58.01,8,0,Australia,Brisbane,25 Nov 2010,bell
68*,-,68,97,70.1,8,1,Australia,Adelaide,3 Dec 2010,bell
53,16,69,113,61.06,9,0,Australia,Perth,16 Dec 2010,bell
1,-,1,13,7.69,0,0,Australia,Melbourne,26 Dec 2010,bell
115,-,115,232,49.56,13,0,Australia,Sydney,3 Jan 2011,bell
103*,-,103,159,64.77,11,1,Sri Lanka,Cardiff,26 May 2011,bell
52,57*,109,149,73.15,16,0,Sri Lanka,Lord's,3 Jun 2011,bell
119*,-,119,169,70.41,12,0,Sri Lanka,Southampton,16 Jun 2011,bell
45,0,45,81,55.55,6,0,India,Lord's,21 Jul 2011,bell
31,159,190,287,66.2,28,0,India,Nottingham,29 Jul 2011,bell
34,-,34,43,79.06,6,0,India,Birmingham,10 Aug 2011,bell
235,-,235,364,64.56,23,2,India,The Oval,18 Aug 2011,bell
0,4,4,16,25,1,0,Pakistan,Dubai (DSC),17 Jan 2012,bell
29,3,32,81,39.5,3,0,Pakistan,Abu Dhabi,25 Jan 2012,bell
5,10,15,66,22.72,0,0,Pakistan,Dubai (DSC),3 Feb 2012,bell
52,13,65,121,53.71,9,1,Sri Lanka,Galle,26 Mar 2012,bell
18,DNB,18,53,33.96,1,0,Sri Lanka,Colombo (PSS),3 Apr 2012,bell
61,63*,124,208,59.61,9,0,West Indies,Lord's,17 May 2012,bell
22,DNB,22,32,68.75,3,0,West Indies,Nottingham,25 May 2012,bell
76*,-,76,137,55.47,10,0,West Indies,Birmingham,7 Jun 2012,bell
13,55,68,276,24.63,8,0,South Africa,The Oval,19 Jul 2012,bell
11,3*,14,63,22.22,0,1,South Africa,Leeds,2 Aug 2012,bell
58,4,62,194,31.95,7,0,South Africa,Lord's,16 Aug 2012,bell
0,22,22,60,36.66,3,0,India,Ahmedabad,15 Nov 2012,bell
5,28*,33,51,64.7,4,0,India,Kolkata,5 Dec 2012,bell
1,116*,117,334,35.02,16,1,India,Nagpur,13 Dec 2012,bell
24,26*,50,125,40,9,0,New Zealand,Dunedin,6 Mar 2013,bell
11,-,11,46,23.91,2,0,New Zealand,Wellington,14 Mar 2013,bell
17,75,92,331,27.79,11,0,New Zealand,Auckland,22 Mar 2013,bell
31,6,37,144,25.69,4,0,New Zealand,Lord's,16 May 2013,bell
30,6,36,81,44.44,6,0,New Zealand,Leeds,24 May 2013,bell
25,109,134,330,40.6,21,0,Australia,Nottingham,10 Jul 2013,bell
109,74,183,314,58.28,27,0,Australia,Lord's,18 Jul 2013,bell
60,4*,64,126,50.79,10,1,Australia,Manchester,1 Aug 2013,bell
6,113,119,227,52.42,11,0,Australia,Chester-le-Street,9 Aug 2013,bell
45,17,62,160,38.75,6,0,Australia,The Oval,21 Aug 2013,bell
5,32,37,86,43.02,3,0,Australia,Brisbane,21 Nov 2013,bell
72*,6,78,125,62.4,10,4,Australia,Adelaide,5 Dec 2013,bell
15,60,75,164,45.73,9,1,Australia,Perth,13 Dec 2013,bell
27,0,27,99,27.27,1,0,Australia,Melbourne,26 Dec 2013,bell
2,16,18,51,35.29,1,1,Australia,Sydney,3 Jan 2014,bell
56,9,65,92,70.65,8,1,Sri Lanka,Lord's,12 Jun 2014,bell
64,8,72,120,60,8,0,Sri Lanka,Leeds,20 Jun 2014,bell
25,-,25,37,67.56,6,0,India,Nottingham,9 Jul 2014,bell
16,1,17,60,28.33,2,0,India,Lord's,17 Jul 2014,bell
167,23,190,277,68.59,23,3,India,Southampton,27 Jul 2014,bell
58,-,58,82,70.73,8,1,India,Manchester,7 Aug 2014,bell
7,-,7,16,43.75,0,0,India,The Oval,15 Aug 2014,bell
143,11,154,291,52.92,22,1,West Indies,North Sound,13 Apr 2015,bell
1,DNB,1,3,33.33,0,0,West Indies,St George's,21 Apr 2015,bell
0,0,0,14,0,0,0,West Indies,Bridgetown,1 May 2015,bell
1,29,30,66,45.45,4,0,New Zealand,Lord's,21 May 2015,bell
12,1,13,45,28.88,1,1,New Zealand,Leeds,29 May 2015,bell
60,104*,164,403,40.69,19,0,India,Nagpur,1 Mar 2006,cook
17,2,19,58,32.75,2,0,India,Mohali,9 Mar 2006,cook
89,-,89,184,48.36,10,0,Sri Lanka,Lord's,11 May 2006,cook
23,34*,57,140,40.71,7,0,Sri Lanka,Birmingham,25 May 2006,cook
24,5,29,77,37.66,1,0,Sri Lanka,Nottingham,2 Jun 2006,cook
105,4,109,298,36.57,10,0,Pakistan,Lord's,13 Jul 2006,cook
127,-,127,260,48.84,18,0,Pakistan,Manchester,27 Jul 2006,cook
23,21,44,66,66.66,7,0,Pakistan,Leeds,4 Aug 2006,cook
40,83,123,215,57.2,17,0,Pakistan,The Oval,17 Aug 2006,cook
11,43,54,109,49.54,5,0,Australia,Brisbane,23 Nov 2006,cook
27,9,36,92,39.13,3,0,Australia,Adelaide,1 Dec 2006,cook
15,116,131,305,42.95,11,0,Australia,Perth,14 Dec 2006,cook
11,20,31,83,37.34,2,0,Australia,Melbourne,26 Dec 2006,cook
20,4,24,55,43.63,3,0,Australia,Sydney,2 Jan 2007,cook
105,65,170,321,52.95,18,0,West Indies,Lord's,17 May 2007,cook
42,-,42,76,55.26,2,0,West Indies,Leeds,25 May 2007,cook
60,106,166,336,49.4,20,0,West Indies,Manchester,7 Jun 2007,cook
13,7,20,28,71.42,3,0,West Indies,Chester-le-Street,15 Jun 2007,cook
36,17,53,70,75.71,9,0,India,Lord's,19 Jul 2007,cook
43,23,66,161,40.99,7,0,India,Nottingham,27 Jul 2007,cook
61,43,104,183,56.83,16,0,India,The Oval,9 Aug 2007,cook
0,4,4,7,57.14,1,0,Sri Lanka,Kandy,1 Dec 2007,cook
81,62,143,358,39.94,13,0,Sri Lanka,Colombo (SSC),9 Dec 2007,cook
13,118,131,312,41.98,15,0,Sri Lanka,Galle,18 Dec 2007,cook
38,13,51,132,38.63,7,0,New Zealand,Hamilton,5 Mar 2008,cook
44,60,104,228,45.61,12,1,New Zealand,Wellington,13 Mar 2008,cook
2,37,39,90,43.33,7,0,New Zealand,Napier,22 Mar 2008,cook
61,-,61,109,55.96,8,0,New Zealand,Lord's,15 May 2008,cook
19,28,47,95,49.47,5,0,New Zealand,Manchester,23 May 2008,cook
6,-,6,15,40,1,0,New Zealand,Nottingham,5 Jun 2008,cook
60,-,60,132,45.45,9,0,South Africa,Lord's,10 Jul 2008,cook
18,60,78,215,36.27,8,0,South Africa,Leeds,18 Jul 2008,cook
76,9,85,137,62.04,14,0,South Africa,Birmingham,30 Jul 2008,cook
39,67,106,208,50.96,17,0,South Africa,The Oval,7 Aug 2008,cook
52,9,61,146,41.78,6,0,India,Chennai,11 Dec 2008,cook
50,10,60,86,69.76,9,0,India,Mohali,19 Dec 2008,cook
4,0,4,26,15.38,0,0,West Indies,Kingston,4 Feb 2009,cook
1*,-,1,2,50,0,0,West Indies,North Sound,13 Feb 2009,cook
52,58,110,237,46.41,12,0,West Indies,St John's,15 Feb 2009,cook
94,139*,233,443,52.59,24,1,West Indies,Bridgetown,26 Feb 2009,cook
12,24,36,62,58.06,2,0,West Indies,Port of Spain,6 Mar 2009,cook
35,14*,49,113,43.36,6,0,West Indies,Lord's,6 May 2009,cook
160,-,160,339,47.19,17,0,West Indies,Chester-le-Street,14 May 2009,cook
10,6,16,37,43.24,1,0,Australia,Cardiff,8 Jul 2009,cook
95,32,127,189,67.19,24,0,Australia,Lord's,16 Jul 2009,cook
0,-,0,4,0,0,0,Australia,Birmingham,30 Jul 2009,cook
30,30,60,149,40.26,7,0,Australia,Leeds,7 Aug 2009,cook
10,9,19,47,40.42,2,0,Australia,The Oval,20 Aug 2009,cook
15,12,27,73,36.98,4,0,South Africa,Centurion,16 Dec 2009,cook
118,-,118,263,44.86,11,0,South Africa,Durban,26 Dec 2009,cook
65,55,120,252,47.61,14,0,South Africa,Cape Town,3 Jan 2010,cook
21,1,22,37,59.45,2,0,South Africa,Johannesburg,14 Jan 2010,cook
173,39,212,338,62.72,19,2,Bangladesh,Chittagong,12 Mar 2010,cook
21,109*,130,202,64.35,14,0,Bangladesh,Dhaka,20 Mar 2010,cook
7,23,30,54,55.55,5,0,Bangladesh,Lord's,27 May 2010,cook
29,-,29,57,50.87,4,0,Bangladesh,Manchester,4 Jun 2010,cook
8,12,20,55,36.36,2,0,Pakistan,Nottingham,29 Jul 2010,cook
17,4,21,42,50,4,0,Pakistan,Birmingham,6 Aug 2010,cook
6,110,116,180,64.44,18,0,Pakistan,The Oval,18 Aug 2010,cook
10,-,10,37,27.02,1,0,Pakistan,Lord's,26 Aug 2010,cook
67,235*,302,596,50.67,32,0,Australia,Brisbane,25 Nov 2010,cook
148,-,148,269,55.01,18,0,Australia,Adelaide,3 Dec 2010,cook
32,13,45,79,56.96,4,1,Australia,Perth,16 Dec 2010,cook
82,-,82,152,53.94,11,0,Australia,Melbourne,26 Dec 2010,cook
189,-,189,342,55.26,16,0,Australia,Sydney,3 Jan 2011,cook
133,-,133,274,48.54,10,0,Sri Lanka,Cardiff,26 May 2011,cook
96,106,202,395,51.13,25,0,Sri Lanka,Lord's,3 Jun 2011,cook
55,-,55,102,53.92,7,0,Sri Lanka,Southampton,16 Jun 2011,cook
12,1,13,63,20.63,1,0,India,Lord's,21 Jul 2011,cook
